,,,American Indian Alaskan Native,American Indian Alaskan Native,Asian or Pacific Islander,Asian or Pacific Islander,Black or African American,Black or African American,White,White,Other,Other,Missing,Missing,Suppressed,Suppressed
Index,Week of,County,Cases,Deaths,Cases,Deaths,Cases,Deaths,Cases,Deaths,Cases,Deaths,Cases,Deaths,Cases,Deaths
"2,628",8/2/2020,Duplin,,,,,7,,24,,15,,,,,
"2,629",8/2/2020,Durham,1,,10,,101,,45,,92,,18,,,1
"2,630",8/2/2020,Edgecombe,,,,,27,,,,6,,3,,31,1
"2,631",8/2/2020,Forsyth,,,2,,69,1,157,7,71,1,35,,,
"2,632",8/2/2020,Franklin,,,1,,24,,25,1,6,,20,2,,
"2,633",8/2/2020,Gaston,3,,,,31,2,134,1,23,,45,,,
"2,634",8/2/2020,Gates,,,,,,,,,,,1,,8,
"2,635",8/2/2020,Graham,,,,,,,12,,,,2,,,
"2,636",8/2/2020,Granville,,,,,31,4,36,1,7,,1,,,
"2,637",8/2/2020,Greene,,,,,,,5,,10,,1,,3,
"2,638",8/2/2020,Guilford,,,30,,128,,105,,36,,64,,,2
"2,639",8/2/2020,Halifax,,,,,38,,,,7,,4,,15,1
"2,640",8/2/2020,Harnett,,,,,19,,75,,13,,10,,,1
"2,641",8/2/2020,Haywood,,,,,,,55,2,5,,11,3,2,
"2,642",8/2/2020,Henderson,,,,,,,48,,2,,20,,,
"2,643",8/2/2020,Hertford,,,,,23,,,,6,,3,,17,
"2,644",8/2/2020,Hoke,9,,,,15,,9,,7,,11,,,
"2,645",8/2/2020,Hyde,,,,,,,5,,,,1,,3,
"2,646",8/2/2020,Iredell,1,,,,22,,113,,2,,28,,,1
"2,647",8/2/2020,Jackson,1,,,,1,,9,,6,,3,,,
"2,648",8/2/2020,Johnston,4,,1,,25,,109,,18,,39,,,
"2,649",8/2/2020,Jones,,,,,,,9,2,1,,5,,7,1
"2,650",8/2/2020,Lee,,,,,11,,23,,9,,15,,,
"2,651",8/2/2020,Lenoir,,,,,,,26,,9,,2,,18,2
"2,652",8/2/2020,Lincoln,,,,,,,49,,3,,39,,2,1
"2,653",8/2/2020,Macon,,,,,,,9,,2,,7,,,1
"2,654",8/2/2020,Madison,,,,,,,4,,1,,1,,,
"2,655",8/2/2020,Martin,,,,,,,17,,,,1,,10,
"2,656",8/2/2020,McDowell,,,,,,,80,4,1,1,10,,,
"2,657",8/2/2020,Mecklenburg,23,,46,,288,8,402,7,137,2,241,,,
"2,658",8/2/2020,Mitchell,,,,,,,5,,,,,,,
"2,659",8/2/2020,Montgomery,,,,,,,31,,5,,,,13,
"2,660",8/2/2020,Moore,1,,,,13,,43,,3,,20,,,
"2,661",8/2/2020,Nash,,,1,,53,1,59,3,13,,,,,
"2,662",8/2/2020,New Hanover,,,2,,40,,102,,13,,27,,,
"2,663",8/2/2020,Northampton,,,,,10,,,,,,,,2,
"2,664",8/2/2020,Onslow,2,1,1,,30,,93,2,13,,13,,,
"2,665",8/2/2020,Orange,,,1,,10,,43,,19,,4,,,1
"2,666",8/2/2020,Pamlico,,,,,,,4,,,,,,5,
"2,667",8/2/2020,Pasquotank,,,,,,,14,,,,11,,21,
"2,668",8/2/2020,Pender,,,1,,2,,33,,6,,,,,
"2,669",8/2/2020,Perquimans,,,,,,,12,,,,,,2,
"2,670",8/2/2020,Person,,,,,,,11,,5,,6,,3,
"2,671",8/2/2020,Pitt,3,,1,,43,1,122,3,41,,38,,,
"2,672",8/2/2020,Polk,,,,,,,13,,,,9,,,
"2,673",8/2/2020,Randolph,,,,,7,,87,,6,,,,,
"2,674",8/2/2020,Richmond,1,,,,16,,10,,8,,,,,
"2,675",8/2/2020,Robeson,57,,,,57,,34,,44,,11,,,2
"2,676",8/2/2020,Rockingham,,,,,5,,51,,4,,12,,,1
"2,677",8/2/2020,Rowan,,,,,30,,116,4,19,,16,3,,
"2,678",8/2/2020,Rutherford,,,,,,,60,2,5,,10,,21,1
"2,679",8/2/2020,Sampson,2,,,,3,,38,,2,,3,,,
"2,680",8/2/2020,Scotland,,,,,,,17,2,4,,,,27,1
"2,681",8/2/2020,Stanly,,,,,,,95,7,6,1,4,,22,1
"2,682",8/2/2020,Stokes,,,,,,,17,,,,1,,,
"2,683",8/2/2020,Surry,,,,,,,67,,4,,28,,4,2
"2,684",8/2/2020,Swain,,,,,,,4,,,,,,3,
"2,685",8/2/2020,Transylvania,,,,,,,14,,,,,,1,1
"2,686",8/2/2020,Tyrrell,,,,,,,,,,,,,6,
"2,687",8/2/2020,Union,4,,5,,28,1,140,2,48,,48,,,
"2,688",8/2/2020,Vance,,,,,20,,,,1,,3,,14,
"2,689",8/2/2020,Wake,6,,27,,180,1,332,12,161,,115,3,,
"2,690",8/2/2020,Warren,,,,,6,,,,,,,,3,
"2,691",8/2/2020,Washington,,,,,1,,,,1,,,,9,1
"2,692",8/2/2020,Watauga,,,,,,,24,,5,,5,,5,1
"2,693",8/2/2020,Wayne,,,1,,23,,45,,5,,5,,,2
"2,694",8/2/2020,Wilkes,,,,,,,74,6,4,1,15,,4,
"2,695",8/2/2020,Wilson,,,,,23,,43,,3,,6,,,2
"2,696",8/2/2020,Yadkin,,,,,,,17,,8,,3,,1,
"2,697",8/2/2020,Yancey,,,,,,,17,,,,1,,,
"2,698",7/26/2020,Alamance,,,2,,40,,150,,29,,3,,,1
"2,699",7/26/2020,Alexander,,,,,,,23,,,,1,,,
"2,700",7/26/2020,Alleghany,,,,,,,58,,41,,3,,,
"2,701",7/26/2020,Anson,,,,,8,,,,2,,2,,7,
"2,702",7/26/2020,Ashe,,,,,,,24,,,,4,,,
"2,703",7/26/2020,Avery,,,,,,,10,,,,13,,,
"2,704",7/26/2020,Beaufort,,,,,,,41,,4,,14,,7,1
"2,705",7/26/2020,Bertie,,,,,24,,,,2,,3,,10,
"2,706",7/26/2020,Bladen,,,,,,,11,,3,,4,,26,
"2,707",7/26/2020,Brunswick,1,,1,,12,,73,,3,,2,,,
"2,708",7/26/2020,Buncombe,,,9,,11,,200,5,14,,21,,,
"2,709",7/26/2020,Burke,,,,,4,,70,,5,,40,,,1
"2,710",7/26/2020,Cabarrus,2,1,6,,40,1,114,1,22,,10,,,
"2,711",7/26/2020,Caldwell,,,,,2,,123,,3,,7,,,2
"2,712",7/26/2020,Camden,,,,,,,9,,,,2,,,
"2,713",7/26/2020,Carteret,,,,,,,25,,,,6,,11,
"2,714",7/26/2020,Caswell,,,,,,,4,,2,,4,,3,
"2,715",7/26/2020,Catawba,,,7,2,7,,121,1,10,,29,,,
"2,716",7/26/2020,Chatham,,,,,8,,35,,12,,17,,,1
"2,717",7/26/2020,Cherokee,,,,,,,18,,,,12,,1,
"2,718",7/26/2020,Chowan,,,,,,,26,,4,,,,12,1
"2,719",7/26/2020,Clay,,,,,,,9,,,,2,,,1
"2,720",7/26/2020,Cleveland,,,,,,,91,3,14,,2,,69,2
"2,721",7/26/2020,Columbus,,,,,,,45,,2,,4,,24,1
"2,722",7/26/2020,Craven,,,2,,29,4,39,2,3,,1,,,
"2,723",7/26/2020,Cumberland,2,,8,,162,1,106,4,40,1,60,,,
"2,724",7/26/2020,Currituck,,,,,,,7,,1,,2,,,
"2,725",7/26/2020,Dare,,,,,,,10,,1,,6,,1,
"2,726",7/26/2020,Davidson,,,,,11,1,49,1,12,,43,1,,
"2,727",7/26/2020,Davie,,,,,,,37,,9,,9,,10,1
"2,728",7/26/2020,Duplin,,,,,41,,47,,11,,,,,1
"2,729",7/26/2020,Durham,2,,3,,124,,67,,126,,29,,,
"2,730",7/26/2020,Edgecombe,,,,,22,,,,10,,4,,17,1
"2,731",7/26/2020,Forsyth,1,,2,,77,4,113,1,80,,59,1,,
"2,732",7/26/2020,Franklin,,,,,23,,22,,7,,19,,,
"2,733",7/26/2020,Gaston,4,,1,,64,3,175,5,17,,52,,,
"2,734",7/26/2020,Gates,,,,,,,5,,2,,,,2,
"2,735",7/26/2020,Graham,,,,,,,6,,,,,,,
"2,736",7/26/2020,Granville,,,1,,14,,21,,16,,11,,,2
"2,737",7/26/2020,Greene,,,,,,,13,,12,,,,7,
"2,738",7/26/2020,Guilford,2,,13,,91,,134,,49,,86,,,1
"2,739",7/26/2020,Halifax,,,,,35,,,,6,,9,,19,2
"2,740",7/26/2020,Harnett,,,,,24,,71,,12,,19,,,1
"2,741",7/26/2020,Haywood,,,,,,,81,2,4,,23,14,1,
"2,742",7/26/2020,Henderson,,,1,,,,64,5,2,,20,,,
"2,743",7/26/2020,Hertford,,,,,32,2,,,4,,6,,13,1
"2,744",7/26/2020,Hoke,8,,1,,8,,6,,7,,10,,,
"2,745",7/26/2020,Iredell,,,6,,11,,118,3,3,,44,,,
"2,746",7/26/2020,Jackson,1,,,,,,16,,2,,12,,,
"2,747",7/26/2020,Johnston,2,,,,36,1,120,1,25,1,47,,,
"2,748",7/26/2020,Jones,,,,,,,10,2,,,5,2,13,
"2,749",7/26/2020,Lee,1,,,,14,,72,,17,,14,,,2
"2,750",7/26/2020,Lenoir,,,,,,,32,,2,,2,,6,1
"2,751",7/26/2020,Lincoln,,,,,,,50,,2,,22,,6,2
"2,752",7/26/2020,Macon,,,,,,,16,,,,3,,,
"2,753",7/26/2020,Madison,,,,,,,3,,1,,,,,
"2,754",7/26/2020,Martin,,,,,,,8,,1,,,,3,
"2,755",7/26/2020,McDowell,,,,,,,102,3,,,10,,,
"2,756",7/26/2020,Mecklenburg,23,,40,,366,11,532,13,218,,322,3,,
"2,757",7/26/2020,Mitchell,,,,,,,10,,,,,,,
"2,758",7/26/2020,Montgomery,,,,,,,26,,2,,1,,12,
"2,759",7/26/2020,Moore,,,3,,9,,49,,8,,27,,,
"2,760",7/26/2020,Nash,,,,,47,1,89,4,20,2,10,,,
"2,761",7/26/2020,New Hanover,,,3,,52,,172,,22,,30,,,2
"2,762",7/26/2020,Northampton,,,,,10,,,,1,,19,,5,1
"2,763",7/26/2020,Onslow,4,,1,,33,,96,,21,,13,,,
"2,764",7/26/2020,Orange,,,2,,17,,36,,15,,5,,,2
"2,765",7/26/2020,Pamlico,,,,,,,6,,1,,1,,7,1
"2,766",7/26/2020,Pasquotank,,,,,,,19,,2,,7,,25,1
"2,767",7/26/2020,Pender,,,,,12,,44,,2,,,,,1
"2,768",7/26/2020,Perquimans,,,,,,,11,,,,1,,3,
"2,769",7/26/2020,Person,,,,,,,5,,1,,1,,7,
"2,770",7/26/2020,Pitt,1,,,,41,,149,,47,,25,,,
"2,771",7/26/2020,Polk,,,,,,,13,,,,14,,,1
"2,772",7/26/2020,Randolph,,,1,,12,,108,,5,,,,,1
"2,773",7/26/2020,Richmond,4,,,,3,,15,,2,,,,,1
"2,774",7/26/2020,Robeson,92,,1,,37,,40,,39,,21,,,1
"2,775",7/26/2020,Rockingham,,,1,,7,,39,,3,,8,,,
"2,776",7/26/2020,Rowan,1,,,,29,,90,,26,,15,,,2
"2,777",7/26/2020,Rutherford,,,,,,,45,,5,,20,,15,1
"2,778",7/26/2020,Sampson,2,,2,,15,,37,,3,,12,,,1
"2,779",7/26/2020,Scotland,,,,,,,26,,3,,,,51,3
"2,780",7/26/2020,Stanly,,,,,,,72,3,6,,4,1,21,1
"2,781",7/26/2020,Stokes,,,,,,,34,,1,,7,,,
"2,782",7/26/2020,Surry,,,,,,,55,,4,,12,,4,
"2,783",7/26/2020,Swain,,,,,,,6,,,,,,3,
"2,784",7/26/2020,Transylvania,,,,,,,18,,,,1,,,
"2,785",7/26/2020,Tyrrell,,,,,,,1,,,,,,2,
"2,786",7/26/2020,Union,5,,1,,34,,145,,37,,55,,,1
"2,787",7/26/2020,Vance,,,,,28,,,,1,,6,,8,
"2,788",7/26/2020,Wake,3,,32,,234,7,326,7,244,2,141,3,,
"2,789",7/26/2020,Warren,,,,,9,,,,2,,1,,6,
"2,790",7/26/2020,Washington,,,,,7,,,,1,,,,8,1
"2,791",7/26/2020,Watauga,,,,,,,27,,3,,8,,3,
"2,792",7/26/2020,Wayne,,,,,28,,48,3,7,,19,,,
"2,793",7/26/2020,Wilkes,,,,,,,62,8,,,3,,6,
"2,794",7/26/2020,Wilson,,,,,39,,61,,4,,1,,,
"2,795",7/26/2020,Yadkin,,,,,,,23,,9,,2,,,1
"2,796",7/26/2020,Yancey,,,,,,,7,,,,,,,
"2,797",7/19/2020,Alamance,,,2,,36,,155,,46,,5,,,1
"2,798",7/19/2020,Alexander,,,,,,,10,,,,4,,1,
"2,799",7/19/2020,Alleghany,,,,,,,5,,2,,3,,,
"2,800",7/19/2020,Anson,,,,,18,,,,3,,5,,8,
"2,801",7/19/2020,Ashe,,,,,,,16,,,,2,,,
"2,802",7/19/2020,Avery,,,,,,,6,,1,,2,,1,
"2,803",7/19/2020,Beaufort,,,,,,,32,,7,,30,,8,2
"2,804",7/19/2020,Bertie,,,,,17,,,,3,,1,,14,1
"2,805",7/19/2020,Bladen,,,,,,,16,1,15,,1,,20,2
"2,806",7/19/2020,Brunswick,,,,,18,,70,,3,,6,,,2
"2,807",7/19/2020,Buncombe,,,2,,18,,201,,14,,37,,,2
"2,808",7/19/2020,Burke,,,3,,4,1,59,3,15,,33,,,
"2,809",7/19/2020,Cabarrus,1,,6,1,55,1,142,7,52,,11,,,
"2,810",7/19/2020,Caldwell,,,2,,8,,130,,1,,6,,,2
"2,811",7/19/2020,Camden,,,,,,,6,,,,1,,2,1
"2,812",7/19/2020,Carteret,,,,,,,33,,,,8,,52,
"2,813",7/19/2020,Caswell,,,,,,,3,,,,,,2,
"2,814",7/19/2020,Catawba,,,6,,11,1,110,3,1,,35,,,
"2,815",7/19/2020,Chatham,,,,,5,,21,,13,,25,,,2
"2,816",7/19/2020,Cherokee,,,,,,,29,,,,25,,,1
"2,817",7/19/2020,Chowan,,,,,,,34,,2,,1,,6,1
"2,818",7/19/2020,Clay,,,,,,,12,,,,5,,,2
"2,819",7/19/2020,Cleveland,,,,,,,120,5,8,,4,,46,1
"2,820",7/19/2020,Columbus,,,,,,,25,,2,,2,,20,2
"2,821",7/19/2020,Craven,1,,2,,27,1,36,2,5,,2,,,
"2,822",7/19/2020,Cumberland,9,,2,,181,2,100,1,46,,31,1,,
"2,823",7/19/2020,Currituck,,,,,,,12,,2,,1,,2,
"2,824",7/19/2020,Dare,,,,,,,31,,1,,3,,,
"2,825",7/19/2020,Davidson,1,,,,19,,50,6,21,,26,,,
"2,826",7/19/2020,Davie,,,,,,,23,,6,,5,,,
"2,827",7/19/2020,Duplin,,,2,,12,,65,,12,,,,,
"2,828",7/19/2020,Durham,1,,2,,113,,59,,178,,50,,,1
"2,829",7/19/2020,Edgecombe,,,,,42,,,,5,,2,,20,1
"2,830",7/19/2020,Forsyth,,,2,,61,2,119,2,73,3,44,,,
"2,831",7/19/2020,Franklin,1,,,,42,,26,,10,,17,,,1
"2,832",7/19/2020,Gaston,1,,7,,55,2,216,9,20,1,74,,,
"2,833",7/19/2020,Gates,,,,,,,,,2,,1,,1,
"2,834",7/19/2020,Graham,,,,,,,5,,,,1,,2,
"2,835",7/19/2020,Granville,,,,,15,,28,,20,,8,,,
"2,836",7/19/2020,Greene,,,,,,,7,,1,,,,6,
"2,837",7/19/2020,Guilford,3,,16,,146,3,162,8,61,,126,,,
"2,838",7/19/2020,Halifax,,,,,58,5,,,14,,12,,38,2
"2,839",7/19/2020,Harnett,,,,,27,1,59,2,2,,7,,,
"2,840",7/19/2020,Haywood,,,,,,,41,,1,,18,3,,
"2,841",7/19/2020,Henderson,,,,,,,95,,7,,30,,,2
"2,842",7/19/2020,Hertford,,,,,24,,,,4,,5,,16,
"2,843",7/19/2020,Hoke,6,,,,27,,19,3,4,,17,,,
"2,844",7/19/2020,Hyde,,,,,,,,,,,,,2,
"2,845",7/19/2020,Iredell,,,5,,21,,132,,11,,26,,,1
"2,846",7/19/2020,Jackson,3,,,,1,,43,3,4,,23,1,,
"2,847",7/19/2020,Johnston,,,,,59,,193,3,48,,37,,,
"2,848",7/19/2020,Jones,,,,,,,4,,,,3,,2,2
"2,849",7/19/2020,Lee,1,,1,,7,,77,,8,,18,,,
"2,850",7/19/2020,Lenoir,,,,,,,25,,5,,1,,9,
"2,851",7/19/2020,Lincoln,,,,,,,45,,5,,38,,6,2
"2,852",7/19/2020,Macon,,,,,,,16,,1,,12,,,
"2,853",7/19/2020,Madison,,,,,,,8,,1,,2,,,1
"2,854",7/19/2020,Martin,,,,,,,16,,6,,,,16,1
"2,855",7/19/2020,McDowell,,,,,,,79,5,1,,7,1,7,
"2,856",7/19/2020,Mecklenburg,35,,28,,393,8,554,9,263,3,419,1,,
"2,857",7/19/2020,Mitchell,,,,,,,20,,,,,,,
"2,858",7/19/2020,Montgomery,,,,,,,63,,8,,3,,21,2
"2,859",7/19/2020,Moore,1,,,,9,,61,,11,,19,,,
"2,860",7/19/2020,Nash,2,,,,41,,75,,6,,3,,,
"2,861",7/19/2020,New Hanover,,,1,,57,,161,,20,,36,,,2
"2,862",7/19/2020,Northampton,,,,,11,,,,2,,1,,9,
"2,863",7/19/2020,Onslow,1,,1,,20,,100,,12,,17,,,
"2,864",7/19/2020,Orange,1,,1,,30,,42,,31,,11,,,
"2,865",7/19/2020,Pamlico,,,,,,,2,,1,,,,,
"2,866",7/19/2020,Pasquotank,,,,,,,17,,4,,8,,35,1
"2,867",7/19/2020,Pender,,,,,10,,32,,3,,,,,
"2,868",7/19/2020,Perquimans,,,,,,,9,,,,2,,4,
"2,869",7/19/2020,Person,,,,,,,12,,3,,1,,18,
"2,870",7/19/2020,Pitt,8,,,,45,,143,,69,,32,,,1
"2,871",7/19/2020,Polk,,,,,,,7,,,,8,,,
"2,872",7/19/2020,Randolph,,,1,,11,,133,,7,,,,,2
"2,873",7/19/2020,Richmond,2,,,,20,,23,,2,,7,,,1
"2,874",7/19/2020,Robeson,90,,2,,101,,85,,64,,84,,,1
"2,875",7/19/2020,Rockingham,,,1,,7,,33,,1,,8,,,2
"2,876",7/19/2020,Rowan,,,,,24,,56,,43,,6,,,1
"2,877",7/19/2020,Rutherford,,,,,,,62,,1,,20,,13,1
"2,878",7/19/2020,Sampson,,,,,12,,47,,2,,4,,,2
"2,879",7/19/2020,Scotland,,,,,,,19,,,,,,26,
"2,880",7/19/2020,Stanly,,,,,,,87,6,3,,4,1,33,
"2,881",7/19/2020,Stokes,,,,,,,23,,2,,3,,,
"2,882",7/19/2020,Surry,,,,,,,94,4,1,,3,,2,
"2,883",7/19/2020,Swain,,,,,,,2,,,,,,7,
"2,884",7/19/2020,Transylvania,,,,,,,11,,,,2,,1,
"2,885",7/19/2020,Tyrrell,,,,,,,4,,1,,,,6,1
"2,886",7/19/2020,Union,1,,2,,29,1,162,2,51,1,68,,,
"2,887",7/19/2020,Vance,,,,,30,,,,5,,7,,16,
"2,888",7/19/2020,Wake,3,,28,1,289,11,328,9,230,1,174,3,,
"2,889",7/19/2020,Warren,,,,,11,,,,1,,2,,7,
"2,890",7/19/2020,Washington,,,,,10,,,,2,,,,9,1
"2,891",7/19/2020,Watauga,,,,,,,28,,5,,15,,5,
"2,892",7/19/2020,Wayne,,,,,27,,46,,17,,11,,,
"2,893",7/19/2020,Wilkes,,,,,,,33,,,,5,,,1
"2,894",7/19/2020,Wilson,,,1,,31,,63,,8,,2,,,
"2,895",7/19/2020,Yadkin,,,,,,,14,,26,,5,,,
"2,896",7/19/2020,Yancey,,,,,,,,,,,,,2,
"2,897",7/12/2020,Alamance,,,,,32,,174,,31,,24,,,
"2,898",7/12/2020,Alexander,,,,,,,33,,1,,9,,,
"2,899",7/12/2020,Alleghany,,,,,,,7,,1,,1,,,
"2,900",7/12/2020,Anson,,,,,33,,,,,,3,,4,1
"2,901",7/12/2020,Ashe,,,,,,,11,,,,3,,,
"2,902",7/12/2020,Avery,,,,,,,11,,,,3,,3,
"2,903",7/12/2020,Beaufort,,,,,,,27,4,3,,22,,8,
"2,904",7/12/2020,Bertie,,,,,15,,,,2,,,,10,
"2,905",7/12/2020,Bladen,,,,,,,17,,5,,7,,10,
"2,906",7/12/2020,Brunswick,,,,,26,,76,3,12,,12,,,
"2,907",7/12/2020,Buncombe,,,2,,14,1,241,5,9,,20,,,
"2,908",7/12/2020,Burke,,,2,,3,,88,,4,,29,,,2
"2,909",7/12/2020,Cabarrus,3,,4,,38,,153,5,61,1,21,,,
"2,910",7/12/2020,Caldwell,,,,,6,,140,,4,,13,,,
"2,911",7/12/2020,Camden,,,,,,,8,,,,,,1,
"2,912",7/12/2020,Carteret,,,,,,,14,,1,,6,,2,
"2,913",7/12/2020,Caswell,,,,,,,1,,3,,1,,3,
"2,914",7/12/2020,Catawba,,,5,1,13,,196,3,8,,61,1,,
"2,915",7/12/2020,Chatham,,,,,6,,11,,9,,20,,,2
"2,916",7/12/2020,Cherokee,,,,,,,21,,,,39,,4,1
"2,917",7/12/2020,Chowan,,,,,,,14,,3,,4,,3,
"2,918",7/12/2020,Clay,,,,,,,15,,,,6,,,
"2,919",7/12/2020,Cleveland,,,,,,,81,1,20,2,5,,49,2
"2,920",7/12/2020,Columbus,,,,,,,26,,3,,4,,35,
"2,921",7/12/2020,Craven,,,1,,29,,41,,2,,1,,,2
"2,922",7/12/2020,Cumberland,2,,5,,201,1,86,2,43,,56,,,
"2,923",7/12/2020,Currituck,,,,,,,11,,,,2,,5,
"2,924",7/12/2020,Dare,,,,,,,25,,,,5,,,1
"2,925",7/12/2020,Davidson,,,1,,23,1,63,2,11,,38,,,
"2,926",7/12/2020,Davie,,,,,,,13,,2,,10,,1,1
"2,927",7/12/2020,Duplin,,,,,27,,63,,15,,,,,2
"2,928",7/12/2020,Durham,,,11,,125,1,79,1,221,1,59,,,
"2,929",7/12/2020,Edgecombe,,,,,35,,,,4,,5,,31,1
"2,930",7/12/2020,Forsyth,,,7,,87,,156,3,68,,110,,,
"2,931",7/12/2020,Franklin,1,,,,36,,28,,6,,11,,,
"2,932",7/12/2020,Gaston,3,,5,,91,2,219,7,29,,62,,,
"2,933",7/12/2020,Gates,,,,,,,5,,1,,,,,
"2,934",7/12/2020,Graham,,,,,,,7,,,,,,,
"2,935",7/12/2020,Granville,1,,,,26,1,12,2,9,,7,,,
"2,936",7/12/2020,Greene,,,,,,,7,,5,,3,,2,
"2,937",7/12/2020,Guilford,1,,16,1,147,3,143,1,54,2,153,1,,
"2,938",7/12/2020,Halifax,,,,,45,,,,8,,3,,11,1
"2,939",7/12/2020,Harnett,1,,1,,21,,88,,11,,11,,,1
"2,940",7/12/2020,Haywood,,,,,,,46,4,1,,3,,,
"2,941",7/12/2020,Henderson,,,6,,5,,142,,11,,28,,,2
"2,942",7/12/2020,Hertford,,,,,16,,,,2,,2,,11,
"2,943",7/12/2020,Hoke,10,,1,,27,,17,,5,,18,,,2
"2,944",7/12/2020,Hyde,,,,,,,,,,,,,2,
"2,945",7/12/2020,Iredell,,,1,,13,,129,,11,,40,,,2
"2,946",7/12/2020,Jackson,2,,2,,,,33,,3,,32,,,
"2,947",7/12/2020,Johnston,2,,1,,45,1,169,1,53,1,45,,,
"2,948",7/12/2020,Jones,,,,,,,2,,,,,,2,
"2,949",7/12/2020,Lee,,,,,5,,28,,13,,9,,,
"2,950",7/12/2020,Lenoir,,,,,,,17,,2,,,,6,
"2,951",7/12/2020,Lincoln,,,,,,,39,,4,,54,,5,2
"2,952",7/12/2020,Macon,,,,,,,15,,5,,12,,,1
"2,953",7/12/2020,Madison,,,,,,,5,,,,,,,
"2,954",7/12/2020,Martin,,,,,,,17,,,,,,5,
"2,955",7/12/2020,McDowell,,,,,,,76,4,2,1,7,,3,
"2,956",7/12/2020,Mecklenburg,34,,34,,511,12,543,9,303,2,689,1,,
"2,957",7/12/2020,Mitchell,,,,,,,9,,,,1,,,
"2,958",7/12/2020,Montgomery,,,,,,,31,,3,,1,,16,
"2,959",7/12/2020,Moore,,,,,5,,48,,15,,9,,,
"2,960",7/12/2020,Nash,,,,,38,,56,3,8,,3,,,
"2,961",7/12/2020,New Hanover,,,1,,48,,117,3,30,,49,,,
"2,962",7/12/2020,Northampton,,,,,10,,,,11,,6,,18,
"2,963",7/12/2020,Onslow,1,,2,,35,,90,,18,,8,,,
"2,964",7/12/2020,Orange,,,1,,15,2,61,,15,,16,1,,
"2,965",7/12/2020,Pamlico,,,,,,,3,,5,,,,2,
"2,966",7/12/2020,Pasquotank,,,,,,,13,1,1,,2,,12,3
"2,967",7/12/2020,Pender,,,,,17,,74,,10,,1,,,
"2,968",7/12/2020,Perquimans,,,,,,,6,,1,,,,3,
"2,969",7/12/2020,Person,,,,,,,14,,3,,,,2,
"2,970",7/12/2020,Pitt,,,,,49,,122,,57,,30,,,1
"2,971",7/12/2020,Polk,,,,,,,14,,,,5,,,
"2,972",7/12/2020,Randolph,,,,,25,2,171,2,16,,,,,
"2,973",7/12/2020,Richmond,,,,,32,,5,,2,,,,,
"2,974",7/12/2020,Robeson,105,2,1,,48,1,47,2,37,,67,,,
"2,975",7/12/2020,Rockingham,,,,,10,,25,,4,,12,,,2
"2,976",7/12/2020,Rowan,,,,,27,,96,,41,,20,,,1
"2,977",7/12/2020,Rutherford,,,,,,,61,,5,,4,,15,1
"2,978",7/12/2020,Sampson,,,,,22,,62,,9,,9,,,1
"2,979",7/12/2020,Scotland,,,,,,,16,,,,,,10,
"2,980",7/12/2020,Stanly,,,,,,,103,5,4,,7,2,27,3
"2,981",7/12/2020,Stokes,,,,,,,18,,,,6,,1,1
"2,982",7/12/2020,Surry,,,,,,,65,,3,,1,,1,2
"2,983",7/12/2020,Swain,,,,,,,2,,1,,1,,6,
"2,984",7/12/2020,Transylvania,,,,,,,28,,1,,,,3,
"2,985",7/12/2020,Tyrrell,,,,,,,10,,1,,,,5,
"2,986",7/12/2020,Union,1,,1,,37,1,140,2,61,1,89,,,
"2,987",7/12/2020,Vance,,,,,19,,,,4,,12,,15,
"2,988",7/12/2020,Wake,2,,31,,362,8,388,10,292,3,179,3,,
"2,989",7/12/2020,Warren,,,,,10,,,,2,,1,,5,
"2,990",7/12/2020,Washington,,,,,9,,,,3,,2,,16,
"2,991",7/12/2020,Watauga,,,,,,,17,,,,10,,3,
"2,992",7/12/2020,Wayne,,,1,,24,,43,,12,,11,,,2
"2,993",7/12/2020,Wilkes,,,,,,,21,3,2,,4,,1,
"2,994",7/12/2020,Wilson,2,,1,,58,3,91,3,6,,,,,
"2,995",7/12/2020,Yadkin,,,,,,,17,,19,,6,,,
"2,996",7/12/2020,Yancey,,,,,,,13,,1,,,,,
"2,997",7/5/2020,Alamance,1,,2,,43,,145,,18,,17,,,1
"2,998",7/5/2020,Alexander,,,,,,,55,,,,14,,,
"2,999",7/5/2020,Alleghany,,,,,,,5,,,,,,2,
"3,000",7/5/2020,Anson,,,,,33,,,,1,,6,,10,
"3,001",7/5/2020,Ashe,,,,,,,5,,,,1,,,
"3,002",7/5/2020,Avery,,,,,,,18,,,,2,,,
"3,003",7/5/2020,Beaufort,,,,,,,17,,5,,12,,7,1
"3,004",7/5/2020,Bertie,,,,,3,,,,,,1,,2,
"3,005",7/5/2020,Bladen,,,,,,,18,,13,,5,,9,
"3,006",7/5/2020,Brunswick,,,,,27,1,74,2,23,,16,,,
"3,007",7/5/2020,Buncombe,,,2,,10,,175,,11,,19,,,1
"3,008",7/5/2020,Burke,,,3,,3,,107,,6,,13,,,2
"3,009",7/5/2020,Cabarrus,3,,2,,57,,158,3,57,,36,,,
"3,010",7/5/2020,Caldwell,,,,,2,,125,,,,16,,,2
"3,011",7/5/2020,Camden,,,,,,,8,,,,1,,1,
"3,012",7/5/2020,Carteret,,,,,,,21,,,,17,,5,1
"3,013",7/5/2020,Caswell,,,,,,,5,,3,,4,,3,
"3,014",7/5/2020,Catawba,,,4,,24,2,177,5,4,,85,,,
